chroma_cc,chroma_k,chroma_r,scalogram_cc,scalogram_k,scalogram_r,class
0.87346,5.875,-0.14288,0.81964,6.5,-0.048739,reggae
0.87346,5.875,-0.14288,0.837,6.25,-0.10709,reggae
0.87346,5.875,-0.14288,0.81964,6.5,-0.048739,reggae
0.88135,5.75,-0.13591,0.81964,6.5,-0.048739,reggae
0.83105,6,-0.18946,0.81964,6.5,-0.048739,reggae
0.87346,5.875,-0.14288,0.8373,6.25,-0.080612,reggae
0.84772,6,-0.13031,0.82257,6.375,-0.057279,reggae
0.87346,5.875,-0.14288,0.82257,6.375,-0.057279,reggae
0.81116,6.125,-0.10813,0.837,6.25,-0.10709,reggae
0.83105,6,-0.18946,0.81964,6.5,-0.048739,reggae
0.79836,5.875,-0.22208,0.83517,6.375,-0.078331,reggae
0.81116,6.125,-0.10813,0.837,6.25,-0.10709,reggae
0.79836,5.875,-0.22208,0.83517,6.375,-0.078331,reggae
0.81116,6.125,-0.10813,0.81964,6.5,-0.048739,reggae
0.81116,6.125,-0.10813,0.83517,6.375,-0.078331,reggae
0.81116,6.125,-0.10813,0.82252,6.375,-0.084629,reggae
0.81116,6.125,-0.10813,0.81964,6.5,-0.048739,reggae
0.87346,5.875,-0.14288,0.81964,6.5,-0.048739,reggae
0.87346,5.875,-0.14288,0.81964,6.5,-0.048739,reggae
0.90278,5.625,-0.12816,0.837,6.25,-0.10709,reggae
0.87346,5.875,-0.14288,0.82257,6.375,-0.057279,reggae
0.83105,6,-0.18946,0.82406,6.625,-0.020651,reggae
0.87346,5.875,-0.14288,0.81964,6.5,-0.048739,reggae
0.87346,5.875,-0.14288,0.81964,6.5,-0.048739,reggae
0.87346,5.875,-0.14288,0.837,6.25,-0.10709,reggae
0.83105,6,-0.18946,0.837,6.25,-0.10709,reggae
0.82882,5.875,-0.18497,0.81964,6.5,-0.048739,reggae
0.83105,6,-0.18946,0.83517,6.375,-0.078331,reggae
0.83105,6,-0.18946,0.837,6.25,-0.10709,reggae
0.87346,5.875,-0.14288,0.81964,6.5,-0.048739,reggae
0.83105,6,-0.18946,0.82252,6.375,-0.084629,reggae
0.82188,5.875,-0.18497,0.82257,6.375,-0.057279,reggae
0.81116,6.125,-0.10813,0.83745,6.125,-0.10734,reggae
0.81875,6.25,-0.058478,0.82257,6.375,-0.057279,reggae
0.82188,5.875,-0.18497,0.81964,6.5,-0.048739,reggae
0.81116,6.125,-0.10813,0.82252,6.375,-0.084629,reggae
0.87346,5.875,-0.14288,0.81964,6.5,-0.048739,reggae
0.87346,5.875,-0.14288,0.82257,6.375,-0.057279,reggae
0.82882,5.875,-0.18497,0.837,6.25,-0.10709,reggae
0.87346,5.875,-0.14288,0.837,6.25,-0.10709,reggae
0.87346,5.875,-0.14288,0.837,6.25,-0.10709,reggae
0.82188,5.875,-0.18497,0.83517,6.375,-0.078331,reggae
0.83105,6,-0.18946,0.83517,6.375,-0.078331,reggae
0.82188,5.875,-0.18497,0.837,6.25,-0.10709,reggae
0.82882,5.875,-0.18497,0.81964,6.5,-0.048739,reggae
0.82882,5.875,-0.18497,0.837,6.25,-0.10709,reggae
0.87346,5.875,-0.14288,0.837,6.25,-0.10709,reggae
0.87346,5.875,-0.14288,0.837,6.25,-0.10709,reggae
0.81116,6.125,-0.10813,0.81845,6.75,0.023569,rock
0.81667,5.875,-0.25714,0.83517,6.375,-0.078331,rock
0.80015,6,-0.13898,0.81483,6.625,-0.007331,rock
0.79836,5.875,-0.22208,0.81483,6.625,-0.007331,rock
0.81116,6.125,-0.10813,0.81964,6.5,-0.048739,rock
0.81875,6.25,-0.058478,0.81964,6.5,-0.048739,rock
0.82188,5.875,-0.18497,0.81964,6.5,-0.048739,rock
0.87346,5.875,-0.14288,0.81964,6.5,-0.048739,rock
0.80506,5.875,-0.054269,0.81964,6.5,-0.048739,rock
0.81116,6.125,-0.10813,0.81186,6.875,0.048216,rock
0.81116,6.125,-0.10813,0.84127,6.5,-0.054767,rock
0.81116,6.125,-0.10813,0.81483,6.625,-0.007331,rock
0.80015,6,-0.13898,0.84127,6.5,-0.054767,rock
0.81875,6.25,-0.058478,0.81483,6.625,-0.007331,rock
0.81116,6.125,-0.10813,0.81964,6.5,-0.048739,rock
0.82188,5.875,-0.18497,0.81964,6.5,-0.048739,rock
0.81116,6.125,-0.10813,0.81964,6.5,-0.048739,rock
0.87346,5.875,-0.14288,0.81964,6.5,-0.048739,rock
0.80015,6,-0.13898,0.81845,6.75,0.023569,rock
0.81116,6.125,-0.10813,0.81964,6.5,-0.048739,rock
0.83105,6,-0.18946,0.81845,6.75,0.023569,rock
0.83105,6,-0.18946,0.81186,6.875,0.048216,rock
0.82188,5.875,-0.18497,0.81915,6.75,-0.0032362,rock
0.83105,6,-0.18946,0.81845,6.75,0.023569,rock
0.83105,6,-0.18946,0.81845,6.75,0.023569,rock
0.81116,6.125,-0.10813,0.82406,6.625,-0.020651,rock
0.83105,6,-0.18946,0.82406,6.625,-0.020651,rock
0.82188,5.875,-0.18497,0.81186,6.875,0.048216,rock
0.82188,5.875,-0.18497,0.82406,6.625,-0.020651,rock
0.83105,6,-0.18946,0.82406,6.625,-0.020651,rock
0.83105,6,-0.18946,0.81964,6.5,-0.048739,rock
0.84772,6,-0.13031,0.81964,6.5,-0.048739,rock
0.81116,6.125,-0.10813,0.81964,6.5,-0.048739,rock
0.84772,6,-0.13031,0.81964,6.5,-0.048739,rock
0.87346,5.875,-0.14288,0.81964,6.5,-0.048739,rock
0.81875,6.25,-0.058478,0.83517,6.375,-0.078331,rock
0.84772,6,-0.13031,0.81964,6.5,-0.048739,rock
0.83105,6,-0.18946,0.81964,6.5,-0.048739,rock
0.82188,5.875,-0.18497,0.83517,6.375,-0.078331,rock
0.87346,5.875,-0.14288,0.82252,6.375,-0.084629,rock
0.81116,6.125,-0.10813,0.81964,6.5,-0.048739,rock
0.81116,6.125,-0.10813,0.81483,6.625,-0.007331,rock
0.81116,6.125,-0.10813,0.81964,6.5,-0.048739,rock
0.81116,6.125,-0.10813,0.81964,6.5,-0.048739,rock
0.81875,6.25,-0.058478,0.81483,6.625,-0.007331,rock
0.81875,6.25,-0.058478,0.81964,6.5,-0.048739,rock
0.81116,6.125,-0.10813,0.81845,6.75,0.023569,rock
0.81875,6.25,-0.058478,0.81483,6.625,-0.007331,rock
0.83105,6,-0.18946,0.81964,6.5,-0.048739,rock
0.81116,6.125,-0.10813,0.81964,6.5,-0.048739,rock
0.81875,6.25,-0.058478,0.81964,6.5,-0.048739,rock
0.81116,6.125,-0.10813,0.82406,6.625,-0.020651,rock
0.80015,6,-0.13898,0.81483,6.625,-0.007331,rock
0.81116,6.125,-0.10813,0.81964,6.5,-0.048739,rock
0.80015,6,-0.13898,0.83517,6.375,-0.078331,rock
0.80015,6,-0.13898,0.81915,6.75,-0.0032362,rock
0.81875,6.25,-0.058478,0.81845,6.75,0.023569,rock
0.80015,6,-0.13898,0.81915,6.75,-0.0032362,rock
0.80015,6,-0.13898,0.81915,6.75,-0.0032362,rock
0.82188,5.875,-0.18497,0.81915,6.75,-0.0032362,rock
0.81116,6.125,-0.10813,0.81483,6.625,-0.007331,rock
0.81116,6.125,-0.10813,0.81964,6.5,-0.048739,rock
0.81116,6.125,-0.10813,0.81186,6.875,0.048216,rock
0.82188,5.875,-0.18497,0.81483,6.625,-0.007331,rock
0.81116,6.125,-0.10813,0.81483,6.625,-0.007331,rock
0.81116,6.125,-0.10813,0.81483,6.625,-0.007331,rock
0.81116,6.125,-0.10813,0.81964,6.5,-0.048739,rock
0.81875,6.25,-0.058478,0.81915,6.75,-0.0032362,rock
0.81116,6.125,-0.10813,0.81915,6.75,-0.0032362,rock
0.82247,6,-0.29607,0.81483,6.625,-0.007331,rock
0.81875,6.25,-0.058478,0.837,6.25,-0.10709,rock
0.81116,6.125,-0.10813,0.81483,6.625,-0.007331,rock
0.81116,6.125,-0.10813,0.81483,6.625,-0.007331,rock
0.81116,6.125,-0.10813,0.81483,6.625,-0.007331,rock
0.81116,6.125,-0.10813,0.81483,6.625,-0.007331,rock
0.81116,6.125,-0.10813,0.81845,6.75,0.023569,rock
0.81116,6.125,-0.10813,0.82406,6.625,-0.020651,rock
0.80015,6,-0.13898,0.81483,6.625,-0.007331,rock
0.81116,6.125,-0.10813,0.84127,6.5,-0.054767,rock
0.81116,6.125,-0.10813,0.81483,6.625,-0.007331,rock
0.83105,6,-0.18946,0.82044,6.875,0.070349,rock
0.87346,5.875,-0.14288,0.82406,6.625,-0.020651,rock
0.82882,5.875,-0.18497,0.81845,6.75,0.023569,rock
0.87346,5.875,-0.14288,0.81845,6.75,0.023569,rock
0.83105,6,-0.18946,0.82044,6.875,0.070349,rock
0.82188,5.875,-0.18497,0.82406,6.625,-0.020651,rock
0.82247,6,-0.29607,0.81964,6.5,-0.048739,rock
0.79836,5.875,-0.22208,0.81964,6.5,-0.048739,rock
0.80015,6,-0.13898,0.81964,6.5,-0.048739,rock
0.83105,6,-0.18946,0.82406,6.625,-0.020651,rock
0.79836,5.875,-0.22208,0.837,6.25,-0.10709,rock
0.81116,6.125,-0.10813,0.83517,6.375,-0.078331,rock
0.79836,5.875,-0.22208,0.83517,6.375,-0.078331,rock
0.81116,6.125,-0.10813,0.83517,6.375,-0.078331,rock
0.80015,6,-0.13898,0.83517,6.375,-0.078331,rock
0.80015,6,-0.13898,0.83517,6.375,-0.078331,rock
0.80015,6,-0.13898,0.83517,6.375,-0.078331,rock
0.82247,6,-0.29607,0.83517,6.375,-0.078331,rock
0.79836,5.875,-0.22208,0.83517,6.375,-0.078331,rock
0.80015,6,-0.13898,0.83517,6.375,-0.078331,rock
